FOOD_NM,INGREDIENT
치즈등심롤까스/소스,"마늘/껍질제거(깐것),꼭지제거"
귤,감귤(밀감)/친환경
맑은콩나물국,마늘/껍질제거(깐것)
상추/쌈장,"마늘/껍질제거(깐것),꼭지제거"
오삼불고기,"사과(부사,후지)"
감자채햄볶음,"마늘/껍질제거(깐것),꼭지제거"
자장밥,기능성찹쌀(칼슘강화)
크림잠뽕면,당근/세척한것
단무지무침,부추
수제멘보샤/칠리소스,부추/친환경
사과쥬스,주스(사과주스)/가당
닭개장,마늘/껍질제거(깐것)
비름나물,"마늘/껍질제거(깐것),꼭지제거"
궁중떡볶음,당근/껍질제거(깐것)
쑥된장국,쑥
느타리나물,당근
삼치포구이,삼치살/구이용
더덕생채,더덕/누른것
참나물겉절이,참나물
새우살미역국,마늘/국산
돈육보쌈,마늘/국산
무말랭이김치,김치(무말랭이김치)
토핑유부초밥,멥쌀(백미)/친환경
하노이쌀국수,마늘/국산
닭겨자채,당근
두부달걀국,마늘/국산
돈갈비매운찜,마늘/국산
수원왕갈비치킨,콩기름(대두유)
닭윙꽈리고추조림,"생강/국산,껍질제거(깐것)"
계란어묵국,마늘/국산
등갈비김치찜,마늘/국산
야채샐러드/오리엔탈드레싱,"사과(부사,후지)"
취나물된장무침,당근
만두찜,만두(손만두)
소고기전,마늘/국산
옛날소시지전,파(쪽파)
멸치아몬드볶음,아몬드
참치마요주먹밥,멥쌀(백미)/친환경
우동,마늘/국산
곰탕,마늘/국산
명태코다리시래기조림,마늘/국산
케이준샐러드,양배추
치즈케익,케이크(치즈케이크)
생수,생수
자반무침,마늘/국산
삼겹살김치조림,마늘/국산
느타리버섯볶음,당근
현미쿠키,쿠키/생지
소고기메추리알조림,마늘/국산
가랏된장무침,마늘/국산
짜요짜요,발효유(짜먹는요구르트)/딸기맛
사골우거지탕,마늘/국산
푸딩,푸딩(밀감푸딩)
치킨직화덮밥,양파/국산
도라지무초무침,"도라지/껍질제거(깐것),채썬것(세절)"
시리얼샐러드,"사과(부사,후지)"
미니파이,파이(사과파이)/생지
쇠고기덮밥,멥쌀(백미)/친환경
텐더스틱,콩기름(대두유)
비엔나소세지브로콜리볶음,마늘/국산
미니파이(메이플피칸파이),파이(미니메이플피칸)
닭윙데리야끼조림,마늘/국산
도라지오이초무침,"도라지/국산,껍질제거(깐것)"
치즈돈까스,마늘/국산
고구마슈빅데니쉬,파이(고구마파이)/생지
"풋고추,오이/쌈장",고추(풋고추(청고추))
콩나물볶음,마늘
삼겹살구이,큰느타리버섯(새송이버섯)/일반
닭봉구이,마늘
멸치꽈리고추볶음,마늘/국산
호떡,호떡
삼겹살샤브샤브,마늘
새송이부추생채,마늘
소고기국밥,마늘
갑오징어오이초무침,마늘
두부김치,두부/부침용
오이맛살샐러드,사과/일반
춘천닭갈비,고구마
핫도그/케첩,핫도그
고르곤졸라피자,피자(치즈피자)
오리훈제/무쌈,당근
돈육김치볶음,마늘/국산
얼갈이들깨된장국,마늘/국산
오이냉국,마늘/국산
김치만두국,마늘/국산
소떡소떡,마늘/국산
아이스크림(초코),아이스크림(초콜릿)
등갈비단호박폭찹,마늘/국산
마카로니샐러드,파프리카(노랑파프리카)
대패삼겹살볶음,마늘/국산
감자채양파볶음,양파/국산
차돌박이된장찌개,마늘/국산
오이양파무침,양파/국산
가지구이,마늘/국산
수제찹쌀탕수육,마늘/국산
싸먹는햄,돼지고기햄/슬라이스
꼬들단무지무침,마늘/국산
고구마부침,고구마/튀김용
다시마/초장,양파/국산
소고기달걀조림,마늘/국산
고등어고구마대조림,마늘/국산
찰보리병,찰보리빵/반죽
순두부달걀국,마늘/국산
쥐손채볶음,마늘/국산
오리탕,마늘/국산
고추잡채/꽃빵,당근
꽈리고추어묵볶음,마늘/국산
구슬아이스크림,아이스크림(구슬아이스크림)
참치마요덮밥,멥쌀(백미)/친환경
부추오이생채,마늘/국산
춘권,콩기름(대두유)
짜먹는요구르트,발효유(짜먹는요구르트)/딸기맛
치즈불닭,당근
우리밀허니브레드,식빵(우유식빵)
한입피자,피자(오곡피자)
닭봉튀김,마늘/국산
울외장아찌,파(쪽파)
닭갈비덮밥,당근/국산
백미밥,멥쌀(백미)/친환경
고구마대된장무침,마늘/국산
새우마늘쫑볶음,마늘종
군고구마,고구마/찜용
클로렐라쌀밥,기능성멥쌀(클로렐라)
밤식빵,식빵(밤식빵)
콩물국수,오이
포도(캠벨얼리),포도(캠벨얼리)
모둠견과,모둠견과
오곡고구마스트링롤까스,마늘/국산
새우살볶음밥,멥쌀(백미)/친환경
청포도에이드,에이드(청포도에이드)
애호박나물,당근
튀김소보로,소보루빵
미트소스스파게티,마늘/국산
자반볶음,김자반/조미한것
도토리묵잡채,당근/국산
메추리알조림,마늘/국산
게맛살미역무침,마늘/국산
드링킹요구르트,발효유(드링크요구르트)/딸기맛
닭가슴살샐러드,양배추
감자달걀국,마늘/국산
미니바닐라크라운,크림빵(슈크림)
사과(아오리),사과(아오리)/일반
미니크루아상,크루아상
솎음열무된장무침,마늘/국산
베이컨갈릭볶음밥,멥쌀(백미)/친환경
모듬과일,키위
꽃맛살샐러드,오이/일반
감자튀김,콩기름(대두유)
달콤츄로스,추로스(막대추로스)
파채너비아니,파(대파)/국산
순살치킨,마늘/국산
오곡찰밥,수수(차수수)
오리간장불고기,당근/국산
야채튀김,콩기름(대두유)
베리베리퐁당딸기요거트,발효유(호상요구르트)/가당
후리가케주먹밥,멥쌀(백미)/친환경
드링킹요구르트,발효유(드링크요구르트)/사과맛
오징어미나리초무침,마늘/국산
L갈비찜,배
애호박수제비,당근
허니킹,마늘/국산
몬테크리스토샌드위치,샌드위치(몬테크리스토)
생크림오믈렛,오믈렛(생크림오믈렛)
동태전,전(동태전)
어묵잡채,당근
배,배
새우볼꼬치,마요네즈
브로콜리/초장,마늘/국산
슈크림붕어빵,붕어빵(슈크림붕어빵)
단호박샐러드,호박(단호박)
부추전,당근
쥬스,과채주스(적포도농축과즙)
순대/초장,설탕(백설탕)
사과(부사),"사과(부사,후지)"
토란국,마늘
떡갈비전,파(쪽파)
오색산적,큰느타리버섯(새송이버섯)/일반
우리쌀추로스,추로스(쌀추로스)
마들렌,마들렌
합격초코렛,초코볼
감자범벅+베이컨,감자(수미감자)
돈육애호박찌개,마늘/국산
닭윙구이,마늘/국산
미나리초무침,마늘
군밤,밤/칼집낸것
찐빵,호빵(팥호빵)
흑미호떡,호떡(흑미호떡)
수수부꾸미,부꾸미(수수부꾸미)
김밥,멥쌀(백미)/친환경
큐브스테이크덮밥,멥쌀(백미)/친환경
영양찰밥,밤/껍질제거(깐것)
청경채나물,마늘
마카롱,마카롱(초콜릿마카롱)
야채찐빵,찐빵(파자쌀찐빵)
윌,발효유(드링크요구르트)/가당
사골떡만두국,마늘/국산
찹쌀꿔바로우,콩기름(대두유)
야채계란전,당근
스팸주먹밥,멥쌀(백미)/친환경
눈꽃치즈돈까스,어린잎채소(베이비잎)/친환경
미니윌,발효유(드링크요구르트)/무가당
깻잎전,달걀
킨더초코릿,초코바
레인보우큐브치즈샐러드,"양배추(적채,붉은양배추)"
한우갈비찜,밤/껍질제거(깐것)
우리쌀산타곰이치즈케이크,케이크(크림치즈케이크)
닭야채조림,당근
돈육야채볶음,당근
두부구이,두부
볶음밥,멥쌀(백미)/친환경
새송이오븐구이,큰느타리버섯(새송이버섯)
단배추나물,배추(알배기)
깻잎순나물,깻잎순
어묵고추장볶음,어묵
미나리생채,미나리
두릅/초장,두릅
맥시칸샐러드,토마토(방울토마토(체리토마토))
굴비구이,굴비
대구매운탕,무(조선무)
수제비국,시금치
두부달걀부침,당근
파프리카/쌈장,파프리카(노랑파프리카)
도라지오이무침,"도라지/껍질제거(깐것),채썬것(세절)"
콩나물밥/양념장,멥쌀(백미)/친환경
돈육고구마강정,고구마
정어리볶음/쌈,고사리/삶은것
쇠고기두부국,새우(꽃새우)/말린것(건조)
곤드레나물,"곤드레(고려엉겅퀴)/말린것(건조),삶은것"
모듬야채겉절이,모둠채소
죽순들깨볶음,죽순/삶은것
완두콩밥,멥쌀(백미)/친환경
무시래기된장국,무시래기/삶은것
쫄면,"사과(부사,후지)"
비엔나야채볶음,당근
꽈리고추찜,고추(꽈리고추)
머우대들깨나물,머위대/삶은것
마늘쫑고추장무침,마늘종
얼갈이부추겉절이,"배추(얼갈이,단배추)"
임연수어구이,임연수포
고구마순된장무침,고구마줄기
고등어감자조림,감자
브로콜리달걀말이,당근
감자어묵조림,감자
순대찜,순대
상추치커리무침,치커리
오므라이스,멥쌀(백미)/친환경
팽이부추무침,팽이버섯
후라이드치킨,닭고기(성계)/닭도리용
고구마대들깨나물,고구마줄기/삶은것
오징어채무침,오징어(진미채)
닭무국,무(조선무)
감자구이,감자
식빵튀김,파슬리
쇠고기콩나물국,콩나물
양송이쑥갓무침,양송이버섯
건도토리묵볶음,당근
고등어카레구이,고등어/순살
상추쑥갓생채,상추
새우오이나물,오이
미역가락무침,배
애플시나몬또띠아,"계피/간것(가루,분말)"
가자미조림,무(조선무)
오이숙주나물,숙주나물
찹쌀콩튀각,찹쌀콩(대두에찹쌀가루를입힌것)
두부샐러드,토마토(방울토마토(체리토마토))
닭봉조림,닭고기(봉)
코다리무조림,무(조선무)
근대나물,근대
부추양배추생채,양배추
가래떡불고기볶음,당근
치밥,멥쌀(백미)/친환경
고추잎나물,고춧잎
날치알달걀말이,당근
찰옥수수,옥수수
돈메추리알조림,메추리알/껍질제거(깐것)
메밀나물,메밀
감자햄전,감자
우엉검정콩조림,우엉/채썬것(세절)
호박잎쌈,호박잎
참소라살호박초무침,호박(애호박)
밥,멥쌀(백미)/친환경
까르보나라떡볶이,브로콜리
햄어묵볶음,어묵
닭죽,멥쌀(백미)/친환경
블루베리망고샐러드,망고
아귀탕,무(조선무)
목이버섯볶음,목이버섯/말린것(건조)
오리훈제/머스터드,머스터드소스
동태매운탕,무(조선무)
미역수제비국,새우(꽃새우)/말린것(건조)
연근서리태조림,"연근/껍질제거(깐것),슬라이스"
돈육김치볶음/두부,"돼지고기(앞다리,전지)"
전유어,당근
장어국,"고사리/데친것,말린것(건조)"
미나리나물,미나리
국수곤약냉채,당근
스크램블에그,당근
닭카레볶음,큰느타리버섯(새송이버섯)
병어감자조림,감자
노각새우나물,오이(늙은오이(노각))
부추양파냉채,양파
미니크로와쌍,크루아상
양상추어린잎유자샐러드,양상추
오이스틱,오이
쇠고기감자들깨국,감자
오징어떡강정,오징어
옥수수치즈구이,양파
짜장쫄면,당근
감자두부된장국,감자
청경채볶음,청경채
콩나물두부국,콩나물
치커리겉절이,치커리
고구마대무침,고구마줄기/삶은것
애호박새우젓볶음,당근
우엉채볶음,우엉/채썬것(세절)
미역줄기어묵볶음,미역줄기
유부초밥,멥쌀(백미)/친환경
느타리애호박나물,당근
유부미소국,새우(꽃새우)/말린것(건조)
상추부추무침,상추
쇠고기버섯국,느타리버섯
가지새송이오븐구이,큰느타리버섯(새송이버섯)
고구마구이,고구마
갈비김치찜,돼지고기(갈비)
알토란들깨볶음,토란/껍질제거(깐것)
브로콜리두부무침,브로콜리
호박죽,호박(늙은호박)/껍질제거(깐것)
모짜렐라핫도그,핫도그(미니치즈핫도그)
숙주미나리나물,숙주나물
달걀야채말이,당근
새우애호박전,호박(애호박)
갈치무조림,무(조선무)
팽이호박나물,팽이버섯
오이상추무침,상추
오리볶음,오리고기/절단된것
냉이된장무침,냉이
들깨무채국,마늘
양배추/쌈장,"마늘/껍질제거(깐것),꼭지제거"
대패오리불고기,당근/껍질제거(깐것)
부추전,당근/껍질제거(깐것)
가바쌀밥,기능성멥쌀(가바)
쇠고기당면국,"마늘/껍질제거(깐것),꼭지제거"
시금치두부깨소스무침,"마늘/껍질제거(깐것),꼭지제거"
에그인헬,당근/친환경
딸기요거트,발효유(호상요구르트)/딸기맛
시금치커리라이스,기능성찹쌀(칼슘강화)
닭장각튀김/소스,"마늘/껍질제거(깐것),꼭지제거"
포도쥬스,주스(포도주스)
미니난,전병(밀전병)
혼합잡곡밥,기능성찹쌀(칼슘강화)
해물순두부찌개,"마늘/껍질제거(깐것),꼭지제거"
애느타리호박볶음,당근/껍질제거(깐것)
소세지품은떡꼬치,콩기름(대두유)
미니군고구마,고구마(꿀고구마)/친환경
도토리묵깻잎들깨무침,당근/껍질제거(깐것)
삼치살유자간장구이,"마늘/껍질제거(깐것),꼭지제거"
오레오초코머핀,쿠키(우리쌀참깨쿠키)
피쉬앤칩스,타르타르소스
미니파이,파이(고구마파이)/생지
옥수수감자샐러드,감자
차돌떡볶이,마늘/국산
가바쌀밥,"멥쌀, 배아미, 생것"
삼치살유자간장구이,다시마
클로렐라밥,"멥쌀, 백미, 생것"
돈육등뼈김치찜,"김치, 배추 김치"
비빔만두,당근/껍질제거(깐것)
옥수수연유전,파슬리/말린것(건조)
시금치커리라이스,"멥쌀, 백미, 생것"
불맛오리불고기,당근/껍질제거(깐것)
치즈감자빵,떡(감자떡)
치즈크러스트피자/갈릭딥핑소스,피자(조각피자)/냉동
제주감귤쥬스,주스(감귤주스)
모둠야채피클,피클(모둠채소피클)
잔치국수,당근/껍질제거(깐것)
오이양파무침,마늘/껍질제거(깐것)
수원왕갈비치킨,"마늘/껍질제거(깐것), 꼭지제거"
칼슘이온음료,혼합이온음료
야채계란찜,당근/껍질제거(깐것)
쭈꾸미치즈떡볶음,당근/껍질제거(깐것)
백김치,김치(백김치)
쇠고기미역국,마늘/껍질제거(깐것)
돼지갈비엿장조림,당근/껍질제거(깐것)
블루베리치즈바게트,블루베리/냉동
삼색묵김가루무침,아몬드/조미한것
가자미유린기,레몬
청포도,포도(청포도)/외국산
미니우동,"마늘/껍질제거(깐것), 꼭지제거"
고깃집볶음밥,멥쌀(백미)
닭강정(매콤/허니간장),땅콩/볶은것
젤라또,아이스크림(젤라또)
근대된장국,"마늘/껍질제거(깐것), 꼭지제거"
보쌈/마늘소스,마늘/껍질제거(깐것)
고춧잎무말랭이무침,마늘/껍질제거(깐것)
김치비빔국수(반찬),"사과(부사, 후지)"
옥수수크림스프,분말(크림수프분말)
치즈돈까스&브라운,당근/껍질제거(깐것)
마늘바게트,마늘바게트/반조리
트로피칼샐러드,레몬
물만두,간장(양조간장)
블랙탕수육,"땅콩/간것(가루, 분말)"
한라봉쥬스,주스(한라봉주스)
단호박찜/꿀소스,아몬드/조미한것
진미채고추장무침,"마늘/껍질제거(깐것), 꼭지제거"
훈제오리구이,양파/껍질제거(깐것)
케이준감자튀김/케첩,콩기름(대두유)
상하이치킨버거,토마토
이온음료,이온음료
장미물만두국,당근/껍질제거(깐것)
삼치무조림,"마늘/껍질제거(깐것), 꼭지제거"
도라지오이생채,"도라지/껍질제거(깐것), 절단된것"
바람떡,"떡(개피떡, 바람떡)"
건새우아욱된장국,"마늘/껍질제거(깐것), 꼭지제거"
돈육김치볶음,당근/껍질제거(깐것)
열무김치,김치(열무김치)
딸기도넛,도넛(딸기도넛)
지코바치밥,기능성찹쌀(칼슘강화)
모짜핫도그/케첩,설탕(백설탕)
샤인머스캣쥬스,유산균음료/청포도맛
옥수수밥,멥쌀(백미)
몽글순두부짬뽕탕,양파/껍질제거(깐것)
네모감자햄볶음,감자/껍질제거(깐것)
어묵매운탕,마늘/껍질제거(깐것)
계란만두,당근/껍질제거(깐것)
닭봉깐풍구이,당근/껍질제거(깐것)
짜먹는요거트,발효유(짜먹는요구르트)/딸기맛
참치비빔밥/고추장,기능성찹쌀(칼슘강화)
소세지페스츄리,올리브
미숫가루퐁크러쉬,강정(보리강정)
조랭이떡국,당근/껍질제거(깐것)
돈육고추장불고기,당근/껍질제거(깐것)
베이컨감자전/초간장,감자/껍질제거(깐것)
파인애플볶음밥,멥쌀(백미)
쌀국수,레몬
열대과일샐러드,딸기/냉동
짜조,콩기름(대두유)
깔라만시쥬스,에이드(깔라만시에이드)
삼색잡곡밥,기능성기장(칼슘강화)
숙주게맛살무침,당근/껍질제거(깐것)
감자품은떡갈비,당근/껍질제거(깐것)
사과(부사),"사과(부사, 후지)/친환경"
메밀고기전병,전병(메밀전병)
두부쑥갓무침,"마늘/껍질제거(깐것), 꼭지제거"
아이스슈,아이스슈/커스터드맛
얼큰꽃게탕,당근/껍질제거(깐것)
마늘칩크리스피돈강정,"마늘/껍질제거(깐것), 꼭지제거"
매콤양념어묵꼬치,"땅콩/간것(가루, 분말)"
생크림요거트,발효유(호상요구르트)/가당
맑은미역국,"마늘/껍질제거(깐것), 꼭지제거"
타코야끼,파(쪽파)
초코바나나또띠아,바나나
곤드레나물밥/양념장,멥쌀(백미)
콩나물파채무침,콩나물
육전(언양식치즈)/부추초간장,부추/친환경
수리취앙금떡,떡(수리취팥떡)
배추된장국,"마늘/껍질제거(깐것), 꼭지제거"
명엽채우엉조림,당근/껍질제거(깐것)
소세지프리타타,토마토(방울토마토(체리토마토))/친환경
숙성카레라이스,멥쌀(백미)
부추미소된장국,"마늘/껍질제거(깐것), 꼭지제거"
옥수수콘샐러드,양배추
카츠산도,파슬리/말린것(건조)
딸기우유,우유(딸기우유)
마파두부,당근/껍질제거(깐것)
L돼지갈비구이,"마늘/껍질제거(깐것), 꼭지제거"
불고기볶음우동,당근/껍질제거(깐것)
닭튀김꼬치,콩기름(대두유)
햄프씨드밥,기능성멥쌀(황금쌀)
츄러스,추로스(추로스(계피))
동태찌개,"마늘/껍질제거(깐것), 꼭지제거"
쌈무오절판,당근/세척한것
삼색수제비국,"마늘/껍질제거(깐것), 꼭지제거"
순대야채볶음,당근/껍질제거(깐것)
애호박전/초간장,부추/친환경
수박,수박/친환경
마라탕,숙주나물/친환경
모듬탕수육,당근/껍질제거(깐것)
김치국,마늘/껍질제거(깐것)
에그타르트,에그타르트/생지
밤콩밥,기능성찹쌀(칼슘강화)
생크림달콤과일샐러드,바나나
멘치까스/숙주베이컨,양파/껍질제거(깐것)
나시고랭/계란후라이,멥쌀(백미)
우동장국,마늘/껍질제거(깐것)
토마토비타민샐러드,토마토
크래미푸팟퐁커리,마늘
미역줄기야채볶음,당근/껍질제거(깐것)
감자그라탕,양파/껍질제거(깐것)
장조림버터비빔밥,멥쌀(백미)
구슬떡볶이,당근/껍질제거(깐것)
해쉬브라운/케첩,콩기름(대두유)
돈등뼈감자탕,"마늘/껍질제거(깐것), 꼭지제거"
시금치고추장무침,"마늘/껍질제거(깐것), 꼭지제거"
수제야채튀김/간장,깨(참깨)
꿀대구구이,레몬
볶음김치,"마늘/껍질제거(깐것), 꼭지제거"
멸치견과류볶음,아몬드/조미한것
옛날소시지전,부추
떡꼬치/강정소스,"땅콩/간것(가루, 분말)"
요구르트(65ml),발효유(액상요구르트)/가당
조갯살순두부찌개,마늘
얼갈이장무침,"마늘/껍질제거(깐것), 꼭지제거"
모듬캠핑구이,"마늘/껍질제거(깐것), 꼭지제거"
냉메밀소바,무(왜무)
양배추샐러드/케첩+마요D,양배추
뱅글소세지,핫도그(추로스핫도그)/냉동
웨지감자튀김/케첩,콩기름(대두유)
에그드랍,파슬리/말린것(건조)
닭장각바베큐,"마늘/껍질제거(깐것), 꼭지제거"
딸기생크림와플,딸기
오곡영양찰밥,"멥쌀, 백미, 생것"
단호박죽,"찹쌀, 가루"
오리불고기채소비빔밥,"멥쌀, 백미, 생것"
불고기피자,"피자, 슈퍼슈프림 피자, 냉동"
여유밥,기능성멥쌀(쌀눈)
단호박스프,당근/껍질제거(깐것)
치커리사과겉절이,"사과(부사, 후지)"
로제스파게티,토마토
떡베이컨말이구이,떡꼬치떡
오리불고기채소비빔밥,기능성찹쌀(칼슘강화)
호두고구마맛탕,호두/말린것(건조)
현미찹쌀밥,기능성찹쌀(칼슘강화)
미역국,"마늘/껍질제거(깐것), 꼭지제거"
잔치잡채,당근/껍질제거(깐것)
닭장각바베큐구이,"마늘/껍질제거(깐것), 꼭지제거"
생초콜렛(생일축하),초코볼
초계국수,오이
브리오슈햄버거,토마토
김가루주먹밥,기능성찹쌀(칼슘강화)
눈꽃치즈떡볶이,당근/껍질제거(깐것)
찹쌀밥,기능성멥쌀(쌀눈)
봄동겉절이,"마늘/껍질제거(깐것), 꼭지제거"
닭다리살오븐구이,토마토(대추방울토마토)
딸기치즈케이크,케이크(딸기케이크)
한국식마라탕,양파/껍질제거(깐것)
멸치꽈리고추조림,"마늘/껍질제거(깐것), 꼭지제거"
꿔바로우(레몬소스),탕수육(찹쌀탕수육)
2색과일,"사과(부사, 후지)"
보리밥,기능성찹쌀(칼슘강화)
콩나물새콤무침,당근/껍질제거(깐것)
생삼겹(캠핑)구이,포도(청포도(시들러스))
흑미밥,기능성기장(칼슘강화)
황태채무국,"마늘/껍질제거(깐것), 꼭지제거"
미역가락국수오색무침,당근/껍질제거(깐것)
수비드스테이크정식,토마토(대추방울토마토)
얼려먹는야쿠르트(110ml),발효유(호상요구르트)/복숭아맛
부르게스타(토마토살사),라임
옥수수스프,당근/껍질제거(깐것)
투움바파스타,당근/껍질제거(깐것)
배라아이스크림,아이스크림(카카오아이스크림)
영양찰밥과단호박죽,밤
황포묵무침,"마늘/껍질제거(깐것), 꼭지제거"
오리훈제채소불고기,"마늘/껍질제거(깐것), 꼭지제거"
버터치킨카레라이스,"기능성찹쌀(강황, 울금)"
구운가지채소샐러드,아몬드
콘치즈돈까스,유채씨유(카놀라유)
발아현미밥,기능성기장(칼슘강화)
제주돼지바베큐구이,"마늘/껍질제거(깐것), 꼭지제거"
식판에먹는옛날도시락,기능성찹쌀(칼슘철분강화)
도토리묵사발,당근/껍질제거(깐것)
피자롤,피자(페퍼로니피자)
돼지감자탕,"마늘/껍질제거(깐것), 꼭지제거"
오징어실채볶음,깨(참깨)
새우살품은커틀렛,양파/껍질제거(깐것)
비타C젤리,과채주스(귤농축과즙)
옹심이수제비국,당근/껍질제거(깐것)
불고기스테이크,양파(적양파)
들기름메밀국수,무(왜무)
수육보쌈,"사과(부사, 후지)"
차조밥,기능성기장(칼슘강화)
그린샐러드,아몬드/슬라이스
탄두리닭봉구이+치즈볼,"마늘/껍질제거(깐것), 꼭지제거"
오므라이스,기능성찹쌀(칼슘강화)
꿀치즈피자,아몬드/슬라이스
감자튀김+비건마요네즈,마요네즈(유정란)
수박펀치,과채주스(귤농축과즙)
삼겹살김치볶음밥,기능성기장(칼슘강화)
계란부추국,"마늘/껍질제거(깐것), 꼭지제거"
불고기피자,피자(조각피자)/냉동
카레우동,당근/껍질제거(깐것)
프라이드치킨,"마늘/껍질제거(깐것), 꼭지제거"
두유,두유(칼슘강화두유)
짬뽕순두부국,"마늘/껍질제거(깐것), 꼭지제거"
고구마줄기볶음,"마늘/껍질제거(깐것), 꼭지제거"
허니간장불고기,당근/껍질제거(깐것)
수박롤케익,케이크(생크림케이크)
무미나리생채,"마늘/껍질제거(깐것), 꼭지제거"
메밀냉소바,무(왜무)
멕시칸치킨타코,아보카도
부대찌개,"마늘/껍질제거(깐것), 꼭지제거"
라면땅그린샐러드,아몬드/슬라이스
가자미살튀김,아몬드
토마토샐러드,토마토
뿌링클치즈볼,분말(허니버터맛분말)
